"Record ID","Intake Date","Intake Channel","Business Category","Complaint Code","Business Unique ID","Business Name","Result Date","Result","Referred To","Contract Cancelled Amount","Refund Amount","Building Nbr","Street1","Unit Type","Apt/Suite","City","Postcode","Borough"
"068909-2025-CMPL","07/22/2025","311","Temporary Street Fair Vendor Permit","Unlicensed","BA-1740562-2025","N/A","07/24/2025","Referred","NYC Department of Sanitation",,,"3902","MAIN ST",,,"FLUSHING","11354","Queens"
"068914-2025-CMPL","07/22/2025","311","General Vendor","License or Complaint Sign Not Displayed","BA-1740571-2025","no business name","07/23/2025","Referred","NYC Department of Sanitation",,,"9547","ROOSEVELT AVE",,,"JACKSON HEIGHTS","11372","Queens"
"068850-2025-CMPL","07/22/2025","311","Retail Laundry","Overcharge; Required Signage Not Posted","BA-1107509-2022","784 LAUNDRY LLC","07/23/2025","Complaint Review Complete",,,,"784","4 AVENUE",,,"BROOKLYN","11232","Brooklyn"
"068936-2025-CMPL","07/22/2025","311","Restaurant","Advertising/Misleading - A02","BA-1740606-2025","Taco Bell","07/25/2025","Referred","Other",,,"2224","31ST ST",,,"ASTORIA","11105","Queens"
"068842-2025-CMPL","07/22/2025","311","Hotel","Unclean Room","BA-1740443-2025","NA","07/22/2025","Insufficient Info Received",,,,"13307","41ST AVE",,,"FLUSHING","11355","Queens"
"068884-2025-CMPL","07/22/2025","311","Specialized Vending License - MFV","Overcharge","BA-1740514-2025","deli","07/23/2025","Referred","NYC Department of Health & Mental Hygiene",,,,"10 AVENUE",,,,"10001","Manhattan"
"068899-2025-CMPL","07/22/2025","311","Tow Truck Company","Unlicensed","BA-1740543-2025","Brooklyn Express towing","07/23/2025","Insufficient Info Received",,,,"4403","GLENWOOD RD",,,"BROOKLYN","11203","Brooklyn"
"068873-2025-CMPL","07/22/2025","311","Other","Notice of Certification Incomplete or Not Provided","BA-1740498-2025","Avo Construction","07/23/2025","Referred","NYC Department of Transportation",,,"379","12TH ST",,,"BROOKLYN","11215","Brooklyn"
"068920-2025-CMPL","07/22/2025","311","Other","Refurbished/Used","BA-1740578-2025","The Hustle Wig","07/23/2025","Referred","NYC Police Department",,,"1391","DEAN ST",,,"BROOKLYN","11216","Brooklyn"
"068876-2025-CMPL","07/22/2025","311","Electronics Store","Advertising/Misleading - A02","BA-1740503-2025","BEST BUY","07/23/2025","Insufficient Info Received",,,,"369","GATEWAY DR",,,"BROOKLYN","11239","Brooklyn"
"068881-2025-CMPL","07/22/2025","311","Grocery-Retail","Unauthorized charges","BA-1114712-2022","ANDY JAMES DELI INC","07/23/2025","Complaint Review Complete",,,,"291","BROADWAY",,,"NEW YORK","10007","Manhattan"
"068907-2025-CMPL","07/22/2025","311","Jewelry Store-Retail","Overcharge","BA-1740557-2025","luxe treasure jewelry","07/23/2025","Duplicate Complaint - DUP",,,,"5516","8TH AVE",,,"BROOKLYN","11220","Brooklyn"
"068845-2025-CMPL","07/22/2025","311","Misc Non-Food Retail","Advertising/Misleading - A02","BA-1740446-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","07/23/2025","Complaint Review Complete",,,,"633","3RD AVE",,,"NEW YORK","10017","Manhattan"
"068893-2025-CMPL","07/22/2025","311","Salons And Barbershop","Overcharge","BA-1740532-2025","Princess Nails","07/23/2025","Referred","Other",,,,"168-32 127 AVENUE",,"241- 09 N","JAMAICA","11434","Queens"
"068830-2025-CMPL","07/22/2025","311","Supermarket","Advertising/Misleading - A02","BA-1740431-2025","trade fair","07/22/2025","Referred","NYS Department of Agriculture and Markets",,,"2220","36TH AVE",,,"ASTORIA","11106","Queens"
"068885-2025-CMPL","07/22/2025","Email/Fax","Misc Non-Food Retail",,"BA-1740515-2025","J & K Grocery Store Inc","07/22/2025","Referred","NYC Police Department",,,"195","9TH AVE",,,"NEW YORK","10011","Manhattan"
"068863-2025-CMPL","07/22/2025","311","Drug Store Retail","Non-Delivery of Goods - N01","BA-1740475-2025","friendly Pharmacy","07/23/2025","Referred","NYS Department of Education: Office of Professional Discipline",,,"3137","GRAND CONCOURSE",,,"BRONX","10468","Bronx"
"068833-2025-CMPL","07/22/2025","311","Other","Advertising/Misleading - A02","BA-1740434-2025","NYC Roofing Expert","07/22/2025","No Jurisdiction",,,,"1","POLICE PLZ",,,"NEW YORK","10038","Manhattan"
"068840-2025-CMPL","07/22/2025","311","Supermarket","Overcharge","BA-1740441-2025","SHEEPSHEAD BAY MARKETPLACE","07/22/2025","Complaint Review Complete",,,,"1717","AVENUE Z",,,"BROOKLYN","11235","Brooklyn"
"068844-2025-CMPL","07/22/2025","311","Restaurant","Advertising/Misleading - A02","BA-1740445-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","07/23/2025","Complaint Review Complete",,,,"633","3RD AVE",,,"NEW YORK","10017","Manhattan"
"068834-2025-CMPL","07/22/2025","311","Misc Non-Food Retail","Advertising/Misleading - A02","BA-1740435-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","07/22/2025","No Jurisdiction",,,,"633","3RD AVE",,,"NEW YORK","10017","Manhattan"
"068832-2025-CMPL","07/22/2025","311","Misc Non-Food Retail","Advertising/Misleading - A02","BA-1740433-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","07/22/2025","No Jurisdiction",,,,"633","3RD AVE",,,"NEW YORK","10017","Manhattan"
"068837-2025-CMPL","07/22/2025","311","Misc Non-Food Retail","Other - Z01; Required Signage Not Posted","BA-1740439-2025","99CENT STORE","07/22/2025","Insufficient Info Received",,,,,"ALLEN STREET",,,,"10002","Manhattan"
"068908-2025-CMPL","07/22/2025","Cloned","Misc Non-Food Retail",,"BA-1731266-2025","Mateo Shipping Company/ Mateo Cargo Express Corp","07/22/2025","Complaint Review Complete",,,,"858","WYCKOFF AVE",,,"BROOKLYN","11237","Brooklyn"
"068930-2025-CMPL","07/22/2025","311","Supermarket","Condemned/Expired Scale","BA-1740598-2025","El Osra Market","07/25/2025","Referred","NYS Department of Agriculture and Markets",,,"7013","3RD AVE",,,"BROOKLYN","11209","Brooklyn"
"068928-2025-CMPL","07/22/2025","311","Laundries","Door Open with Air Conditioning On","BA-1740596-2025","LAUNDROMAT","07/23/2025","Referred","Other",,,"7504","31ST AVE",,,"EAST ELMHURST","11370","Queens"
"068877-2025-CMPL","07/22/2025","311","Laundries","Required Signage Not Posted","BA-1740504-2025","G & Y Laundromat","07/23/2025","Referred","NYC Department of Health & Mental Hygiene",,,"10324","NORTHERN BLVD",,,"CORONA","11368","Queens"
"068925-2025-CMPL","07/22/2025","311","Restaurant","Other - Z01","BA-1740591-2025","VIAND","07/23/2025","Complaint Review Complete",,,,"673","MADISON AVE",,,"NEW YORK","10065","Manhattan"
"068887-2025-CMPL","07/22/2025","311","Furniture Sales","Non-Delivery of Goods - N01","BA-1740519-2025","Furniture City","08/22/2025","Requested Information Not Provided",,,,,"37 HILLSIDE AVENUE",,"7U","NEW YORK","10040","Manhattan"
"068843-2025-CMPL","07/22/2025","311","Hotel","Unclean Room","BA-1740444-2025","NA","08/21/2025","Requested Information Not Provided",,,,"13307","41ST AVE",,,"FLUSHING","11355","Queens"
"068836-2025-CMPL","07/22/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1740438-2025","BREEN BROS. TOWING, INC.","08/21/2025","Requested Information Not Provided",,,,"566","INDUSTRIAL LOOP",,,"STATEN ISLAND","10309","Staten Island"
"068846-2025-CMPL","07/22/2025","311","Tow Truck Company","Receipt Incomplete/Inaccurate/Not Given","BA-1740447-2025","I-TOW TOWING INC.","08/26/2025","Referred","Other",,,"5901","2ND AVE",,,"BROOKLYN","11220","Brooklyn"
"068931-2025-CMPL","07/22/2025","311","Wearing Apparel","Advertising/Misleading - A02","BA-1740599-2025","Madrag","08/22/2025","Requested Information Not Provided",,,,"16333","JAMAICA AVE",,,"JAMAICA","11432","Queens"
"068927-2025-CMPL","07/22/2025","311","Landlord or Real Estate Agent","Broker Fee Charged; Broker Fee Listed","BA-1740593-2025","WACO REALTY","08/22/2025","Requested Information Not Provided",,,,"3664","WHITE PLAINS RD",,,"BRONX","10467","Bronx"
"068858-2025-CMPL","07/22/2025","Online","Landlord or Real Estate Agent",,"BA-1740463-2025","Unsure - Craigslist ad","08/19/2025","Complaint Review Complete",,,,"265","OCEAN AVE",,,"BROOKLYN","11225","Brooklyn"
"068822-2025-CMPL","07/22/2025","Online","Other","Other - Z01","BA-1744296-2025","USR Parent Inc.","08/20/2025","Referred","Other",,,"500","STAPLES DR",,,"FRAMINGHAM","01702",
"068851-2025-CMPL","07/22/2025","Online","Landlord or Real Estate Agent","Broker Fee Charged; Broker Fee Listed","BA-1740451-2025","BLACKWATER ASSOCIATES INC.","08/19/2025","Complaint Review Complete",,,,"305","W 74TH ST",,,"NEW YORK","10023","Manhattan"
"068894-2025-CMPL","07/22/2025","311","Debt Collection Agency","Harassment - H01","BA-1740533-2025","TRANSWORLD SYSTEMS INC","08/22/2025","Requested Information Not Provided",,,,"500","VIRGINIA DR",,,"FORT WASHINGTON","19034",
"068935-2025-CMPL","07/22/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed","BA-1740604-2025","THE BRODSKY ORGANIZATION INC.","08/20/2025","Complaint Review Complete",,,,,"400 W 59TH St FL 3",,,"New York","10019",
"068938-2025-CMPL","07/22/2025","311","Gas Station-Retail","Overcharge","BA-1740608-2025","Shell Gas Station","08/22/2025","Requested Information Not Provided",,,,"3802","21ST ST",,,"LONG ISLAND CITY","11101","Queens"
"068897-2025-CMPL","07/22/2025","Online","Employment Agency",,"BA-1740534-2025","GET HIRED","08/19/2025","Referred","Other",,,,"16832 Brewer Rd",,,"Grass Valley","95949",
"068939-2025-CMPL","07/22/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1740610-2025","Justin's towing","08/22/2025","Requested Information Not Provided",,,,"101-01","LIBERTY AVENUE",,,"OZONE PARK","11417","Queens"
"068888-2025-CMPL","07/22/2025","Online","Other",,"BA-1740522-2025","NY BEST KICKBOXING","08/20/2025","Referred","NYS Office of the Attorney General",,,,"247 W 35TH St Rm 200",,,"New York","10001",
"068921-2025-CMPL","07/22/2025","Online","Landlord or Real Estate Agent","Broker Fee Listed","BA-1431225-2022","PETROS REALTY SERVICES INC.","08/21/2025","Complaint Review Complete",,,,"184","PROSPECT PARK W","APT","2RF","BROOKLYN","11215","Brooklyn"
"068828-2025-CMPL","07/22/2025","311","Garage & Parking Lot","Non-Delivery of Goods - N01","BA-1740426-2025","23RD STREET PARKING INC","08/21/2025","Requested Information Not Provided",,,,"4202","23RD ST",,,"LONG ISLAND CITY","11101","Queens"
"068831-2025-CMPL","07/22/2025","311","Restaurant","Price Gouging","BA-1740432-2025","EL COYOTE","08/21/2025","Requested Information Not Provided",,,,"8018","NORTHERN BLVD",,,"JACKSON HEIGHTS","11372","Queens"
"068929-2025-CMPL","07/22/2025","311","Landlord or Real Estate Agent","Broker Fee Charged","BA-1740597-2025","Rentopia","08/22/2025","Requested Information Not Provided",,,,"105","LEONARD ST",,,"BROOKLYN","11206","Brooklyn"
"068919-2025-CMPL","07/22/2025","311","Garage & Parking Lot","Exchange/Refund/Return","BA-1740577-2025","257 GOLD STREET PARKING CORP.","08/22/2025","Requested Information Not Provided",,,,"235","GOLD ST",,,"BROOKLYN","11201","Brooklyn"
"068870-2025-CMPL","07/22/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1740488-2025","BEAR TRANSPORTATION LLC","08/22/2025","Requested Information Not Provided",,,,"953","COLGATE AVE",,,"BRONX","10473","Bronx"
"068898-2025-CMPL","07/22/2025","Online","Other",,"BA-1209269-2022","Etsy","08/20/2025","Referred","Better Business Bureau",,,"117","ADAMS ST",,,"BROOKLYN","11201","Brooklyn"
"068889-2025-CMPL","07/22/2025","311","Tow Truck Company","Billing Dispute - B02","BA-1740526-2025","KNIGHTS COLLISION EXPERTS, INC.","08/22/2025","Requested Information Not Provided",,,,"27","CONWAY ST",,,"BROOKLYN","11207","Brooklyn"
"068852-2025-CMPL","07/22/2025","Online","Other",,"BA-1740452-2025","United States Postal Service","08/20/2025","Referred","Other",,,"2176","TIEBOUT AVE","APT","3L","BRONX","10457","Bronx"
"068923-2025-CMPL","07/22/2025","Online","Landlord or Real Estate Agent","Fees or Surcharges Not Disclosed","BA-1734318-2025","BRICK & GALO REALTY CORP","08/21/2025","Complaint Review Complete",,,,,"307 New York Ave",,,"Brooklyn","11213","Brooklyn"
"068942-2025-CMPL","07/22/2025","311","Tow Truck Company","Sidewalk Blocked","BA-1740612-2025","Unknown or Illegal","08/22/2025","Requested Information Not Provided",,,,,"36 STREET",,,,"11101","Queens"
"068902-2025-CMPL","07/22/2025","311","Tow Truck Company","Unlicensed","BA-1740548-2025","brooklyn express towing","08/22/2025","Requested Information Not Provided",,,,"4403","GLENWOOD RD",,,"BROOKLYN","11203","Brooklyn"
"068918-2025-CMPL","07/22/2025","Online","Landlord or Real Estate Agent","Broker Fee Listed","BA-1740576-2025","BUY RITE HOME SALES, INC.","08/19/2025","Complaint Review Complete",,,,,"15120 88TH St APT Lk",,,"Howard Beach","11414",
"068864-2025-CMPL","07/22/2025","311","Home Improvement Contractor","Overcharge","BA-1740476-2025","Mixer Construction inc","08/22/2025","Requested Information Not Provided",,,,"530","E 38TH ST",,,"BROOKLYN","11203","Brooklyn"
"068917-2025-CMPL","07/22/2025","Email/Fax","Furniture Sales","Exchange/Refund/Return","BA-1740574-2025","Joybird","08/21/2025","Requested Information Not Provided",,,,"83","WOOSTER ST",,,"NEW YORK","10012","Manhattan"
"068866-2025-CMPL","07/22/2025","311","Misc Non-Food Retail","Non-Delivery of Goods - N01","BA-1740482-2025","Walmart","08/22/2025","Requested Information Not Provided",,,,"571","JACKSON AVE","APT","4B","BRONX","10455","Bronx"
"068860-2025-CMPL","07/22/2025","Online","Debt Collection Agency",,"BA-1713485-2024","Cenlar FSB","08/20/2025","Referred","Federal Trade Commission",,,,"425 Phillips Blvd",,,"Ewing","08618",
"068854-2025-CMPL","07/22/2025","311","Appliances","Breach of Warranty - B04","BA-1740454-2025","Home Depot","08/22/2025","Requested Information Not Provided",,,,"1809","E GUN HILL RD",,,"BRONX","10469",
"068941-2025-CMPL","07/22/2025","311","Electronic & Home Appliance Service Dealer","Quality of Work - Q01","BA-1740611-2025","P.C Richard & Son","08/22/2025","Requested Information Not Provided",,,,,"BROADWAY",,,,"10025","Manhattan"
"068901-2025-CMPL","07/22/2025","311","Mini-Storage Company","Lost/Stolen/Damaged Property","BA-1740547-2025","Zero Max","08/22/2025","Requested Information Not Provided",,,,"2941","ATLANTIC AVE",,,"BROOKLYN","11207","Brooklyn"
"068835-2025-CMPL","07/22/2025","Online","Grocery-Retail","Injury/Safety","BA-1740437-2025","IDEAL FOOD BASKET","08/19/2025","Referred","NYS Department of Agriculture and Markets",,,,"1488 Pitkin Ave",,,"Brooklyn","11212","Brooklyn"
"068906-2025-CMPL","07/22/2025","Online","Landlord or Real Estate Agent","Broker Fee Listed","BA-1740555-2025","MANHATTAN SPACES","08/19/2025","Complaint Review Complete",,,,,"133 W 72ND St Rm 201",,,"New York","10023",
"068915-2025-CMPL","07/22/2025","Email/Fax","Other","Non-Delivery of Service - N02","BA-1740572-2025","HIGH LINE SMILE DESIGN - ORTHODONTICS FOR EVERYONE","08/21/2025","Requested Information Not Provided",,,,"357","8TH AVE",,,"NEW YORK","10001","Manhattan"
"068865-2025-CMPL","07/22/2025","311","Garage & Parking Lot","Lost/Stolen/Damaged Property","BA-1196655-2022","CARMEN KOTLOWICZ REALTY CORP","08/22/2025","Requested Information Not Provided",,,,"2041","BRONXDALE AVENUE",,,"BRONX","10462","Bronx"
"068869-2025-CMPL","07/22/2025","311","Debt Collection Agency","Harassment - H01","BA-1740487-2025","SMITH CARROAD WAN AND PARIKH PC","08/22/2025","Requested Information Not Provided",,,,"202","E MAIN ST",,,"SMITHTOWN","11787","Outside NYC"
"068838-2025-CMPL","07/22/2025","Online","Other","Other - Z01","BA-1732386-2025","Next Level Flag Football","08/19/2025","Referred","Better Business Bureau",,,"20","LILLIE LN",,,"STATEN ISLAND","10314","Staten Island"
"068904-2025-CMPL","07/22/2025","Online","Grocery-Retail",,"BA-1740552-2025","HAMPTONS MARKET PLACE","08/19/2025","Referred","NYC Department of Buildings",,,"312","11TH AVE","FRNT",,"NEW YORK","10001","Manhattan"
"068891-2025-CMPL","07/22/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1740529-2025","jew boys towing","08/22/2025","Requested Information Not Provided",,,,"1417","CENTRAL AVE",,,"FAR ROCKAWAY","11691","Queens"
"068859-2025-CMPL","07/22/2025","311","Mini-Storage Company","Billing Dispute - B02","BA-1740468-2025","875 bush terminal","08/22/2025","Requested Information Not Provided",,,,"875","BRUSH AVE",,,"BRONX","10465","Bronx"
"068895-2025-CMPL","07/22/2025","Online","Employment Agency",,"BA-1740534-2025","GET HIRED","08/19/2025","Referred","Other",,,,"16832 Brewer Rd",,,"Grass Valley","95949",
"068922-2025-CMPL","07/22/2025","Online","Landlord or Real Estate Agent","Broker Fee Listed","BA-1737695-2025","Douglas Elliman Realty, LLC","08/21/2025","Complaint Review Complete",,,,,"575 Madison Ave Ste 400",,,"New York","10022",
"068933-2025-CMPL","07/22/2025","311","Other","Advertising/Misleading - A02","BA-1740603-2025","Bronx  Eye Care","08/22/2025","Requested Information Not Provided",,,,,"2374 GRAND CONCOURSE",,"N/A","BRONX","10458","Bronx"
"068857-2025-CMPL","07/22/2025","Online","Retail Laundry",,"BA-1740461-2025","VN LAUNDROMAT","08/19/2025","Referred","NYC Department of Health & Mental Hygiene",,,"844","E 180TH ST",,,"BRONX","10460","Bronx"
"068890-2025-CMPL","07/22/2025","311","Tow Truck Company","Lost/Stolen/Damaged Property","BA-1740527-2025","Springfield auto pound NYPD","08/22/2025","Requested Information Not Provided",,,,"174-20","NORTH BOUNDARY ROAD",,,"JAMAICA","11430","Queens"
"068880-2025-CMPL","07/22/2025","Email/Fax","Hotel",,"BA-1740511-2025","Cambria Hotel New York - Chelsea","08/21/2025","Requested Information Not Provided",,,,"123","W 28TH ST",,,"NEW YORK","10001","Manhattan"
"068790-2025-CMPL","07/21/2025","311","Jewelry Store-Retail","Exchange/Refund/Return","BA-1675146-2023","Luxe Treasure Jewelry Inc.","10/08/2025","Store Credit - SCR",,,"$1,460","5516","8TH AVE",,,"BROOKLYN","11220","Brooklyn"
"068727-2025-CMPL","07/21/2025","Online","Salons And Barbershop","Exchange/Refund/Return","BA-1712590-2024","DV Hair Studio","10/08/2025","Advised to Sue - ATS","INS-000895007",,,"14209","37TH AVE",,,"FLUSHING","11354","Queens"
"068729-2025-CMPL","07/21/2025","311","Home Improvement Contractor","Contract Terms Misleading or Not Disclosed","BA-1540944-2022","ATTYX, LLC","10/02/2025","Advised to Sue - ATS",,,,"150","EILEEN WAY","UNIT","5","SYOSSET","11791",
"068783-2025-CMPL","07/21/2025","Online","Landlord or Real Estate Agent","Exchange/Refund/Return; Broker Fee Charged","BA-1740362-2025","BLUEGROUND US, INC.","09/02/2025","Complaint Review Complete",,,,,"101 5TH Ave FL 7",,,"New York","10003",
"068742-2025-CMPL","07/21/2025","Online","Other","Non-Delivery of Service - N02; Exchange/Refund/Return","BA-1744136-2025","OMEscape New York Real Life Escape Room Game","09/30/2025","Advised to Sue - ATS",,,,"325","W 38TH ST",,,"NEW YORK","10018","Manhattan"
"068814-2025-CMPL","07/21/2025","Online","Tow Truck Company","Overcharge; Unauthorized tow","BA-1695810-2024","NEW YORK CONFIDENTIAL TOWING INC","09/19/2025","Requested Information Not Provided",,,,"887","DEAN ST",,,"BROOKLYN","11238","Brooklyn"
"068801-2025-CMPL","07/21/2025","311","Electronics Store","Billing Dispute - B02","BA-1743465-2025","Wireless Zone","09/17/2025","Bill Reduced - BLR",,,"$76","750","8TH AVE",,,"NEW YORK","10036","Manhattan"
"068791-2025-CMPL","07/21/2025","Online","Storage Warehouse","Lost/Stolen/Damaged Property","BA-1664588-2023","Clutter Moving & Storage - Union Square","09/18/2025","Requested Information Not Provided",,,,"41","UNION SQ",,,"NEW YORK","10003","Manhattan"
"068811-2025-CMPL","07/21/2025","Online","Home Improvement Contractor","Lost/Stolen/Damaged Property","BA-1740404-2025","SUNRUN INSTALLATION SERVICES INC.","09/19/2025","Requested Information Not Provided",,,,,"26 Worlds Fair Dr",,,"Somerset","08873",
"068738-2025-CMPL","07/21/2025","311","Tow Truck Company","Unsolicited/Unauthorized Services","BA-1119038-2022","BROOKLYN EXPRESS TOWING INC.","09/29/2025","Advised to Sue - ATS",,,,"4314","FARRAGUT RD",,,"BROOKLYN","11203","Brooklyn"
"068723-2025-CMPL","07/21/2025","Online","Hotel","Dissatisfaction with Provider","BA-1553283-2022","Tryp by wyndham new york city times square south","09/17/2025","Requested Information Not Provided",,,,"345","W 35TH ST",,,"NEW YORK","10001","Manhattan"
"068807-2025-CMPL","07/21/2025","Cloned","Auto Rental","Other - Z01","BA-1732881-2025","LuxurywheelsAway.com","09/18/2025","No Business Response - NVR",,,,"16238","CROSSBAY BLVD",,,"HOWARD BEACH","11414","Queens"
"068810-2025-CMPL","07/21/2025","Online","Tickets-Live Perf","Exchange/Refund/Return","BA-1740403-2025","BRIGHTEST HEROES LLC","09/19/2025","Requested Information Not Provided",,,,"2066","BAY RIDGE PKWY",,,"BROOKLYN","11204","Brooklyn"
"068777-2025-CMPL","07/21/2025","311","Hotel","Billing Dispute - B02","BA-1731028-2025","Highgate Hotels, L.P.","09/04/2025","Advised to Sue - ATS",,,,"6","TIMES SQ",,,"NEW YORK","10036","Manhattan"
"068719-2025-CMPL","07/21/2025","Online","Laundry - 064","Exchange/Refund/Return","BA-1744451-2025","Hi-Rise Laundry Equipment Corp","08/28/2025","Cash Amount - AMT",,,"$6","4","RIVER RD",,,"NEW YORK","10044","Manhattan"
"068759-2025-CMPL","07/21/2025","311","Tow Truck Company","Receipt Incomplete/Inaccurate/Not Given","BA-1740322-2025","Towing Deals 247.com","08/21/2025","Requested Information Not Provided",,,,"4616","53RD AVE",,,"MASPETH","11378",
"068821-2025-CMPL","07/21/2025","311","Tow Truck Company","Lost/Stolen/Damaged Property","BA-1740417-2025","NA","08/21/2025","Requested Information Not Provided",,,,"11818","ROCKAWAY BLVD",,,"SOUTH OZONE PARK","11420","Queens"
"068796-2025-CMPL","07/21/2025","Email/Fax","Other",,,,"07/21/2025","Referred","NYC Human Resources Administration",,,,,,,,,
"068762-2025-CMPL","07/21/2025","311","Car Wash","Unlicensed","BA-1740325-2025","Car Wash","07/22/2025","Referred","NYC Department of Sanitation",,,,"EAST 169 STREET",,,,"10456","Bronx"
"068752-2025-CMPL","07/21/2025","311","Secondhand Dealer - Auto","Unlicensed","BA-1740315-2025","N/A","07/22/2025","Referred","NYC Police Department",,,,"AVENUE U",,,,"11234","Brooklyn"
"068784-2025-CMPL","07/21/2025","311","Electronics Store","Damaged Goods - D01","BA-1740364-2025","PC Richard and Son","07/25/2025","Insufficient Info Received",,,,"4299","FRANCIS LEWIS BLVD",,,"BAYSIDE","11361","Queens"
"068792-2025-CMPL","07/21/2025","311","Grocery-Retail","Overcharge; Price Not Posted","BA-1733491-2025","JI YOU BRAISED FOOD INC.","07/23/2025","Complaint Review Complete",,,,"4118","MAIN STREET",,,"FLUSHING","11355","Queens"
"068774-2025-CMPL","07/21/2025","311","Salons And Barbershop","Price Gouging","BA-1740346-2025","The Allure by Marian","07/22/2025","Referred","NYC Department of Health & Mental Hygiene",,,"1448","FLATBUSH AVE",,,"BROOKLYN","11210","Brooklyn"
"068714-2025-CMPL","07/21/2025","311","Other","Advertising/Misleading - A02","BA-1740265-2025","RAINBOW PLAYSPACE","07/21/2025","No Jurisdiction",,,,"1414","SHEEPSHEAD BAY RD",,,"BROOKLYN","11235","Brooklyn"
"068804-2025-CMPL","07/21/2025","311","Car Wash","Unlicensed","BA-1740393-2025","illegal car wash","07/22/2025","Referred","NYC Department of Sanitation",,,"12220","MERRILL ST",,,"JAMAICA","11434","Queens"
"068773-2025-CMPL","07/21/2025","311","Retail Laundry","Non-Delivery of Goods - N01","BA-1740343-2025","G & Y Laundromat","07/22/2025","Referred","NYC Department of Health & Mental Hygiene",,,"10324","NORTHERN BLVD",,,"CORONA","11368","Queens"
"068713-2025-CMPL","07/21/2025","311","Other","Advertising/Misleading - A02","BA-1740264-2025","CARING PROFESSIONAL HOME CARE","07/21/2025","No Jurisdiction",,,,"1400","AVENUE Z",,,"BROOKLYN","11235","Brooklyn"
"068775-2025-CMPL","07/21/2025","Email/Fax","Misc Non-Food Retail",,"BA-1740347-2025","365 Adult Shop","07/21/2025","No Jurisdiction",,,,"5704","8th Ave",,"2","Brooklyn","11220","Brooklyn"
"068818-2025-CMPL","07/21/2025","311","Misc Non-Food Retail","Advertising/Misleading - A02","BA-1740411-2025","MEMORIAL SLOAN KETTERING CANCER CENTER","07/22/2025","Complaint Review Complete",,,,"633","3RD AVE",,,"NEW YORK","10017","Manhattan"
"068741-2025-CMPL","07/21/2025","311","Landlord or Real Estate Agent","Broker Fee Listed","BA-1740294-2025","Sky Realty","07/22/2025","Complaint Review Complete",,,,"384","5TH AVE",,,"BROOKLYN","11215","Brooklyn"
"068721-2025-CMPL","07/21/2025","311","Restaurant","Door Open with Air Conditioning On","BA-1740464-2025","FOREST HILLS PIZZERIA","07/23/2025","Complaint Review Complete",,,,"9","STATION SQ",,,"FOREST HILLS","11375","Queens"
"068812-2025-CMPL","07/21/2025","311","General Vendor","Unlicensed","BA-1740405-2025","neutral apartment","07/22/2025","Referred","NYC Department of Sanitation",,,"636","BROOKLYN AVE",,,"BROOKLYN","11203","Brooklyn"
"068794-2025-CMPL","07/21/2025","Email/Fax","Appliances",,"BA-1740378-2025","Electrolux Home Care Products, Inc.","07/21/2025","Referred","Other",,,"10200","DAVID TAYLOR DR",,,"CHARLOTTE","28262",
"068805-2025-CMPL","07/21/2025","311","Secondhand Dealer - Auto","Unlicensed","BA-1740396-2025","Non-Valid","07/23/2025","Referred","NYC Police Department",,,"1580","JEROME AVE",,,"BRONX","10452","Bronx"
"068776-2025-CMPL","07/21/2025","311","Specialized Vending License - MFV","Damaged Goods - D01","BA-1740348-2025","none","07/22/2025","Referred","NYC Department of Sanitation",,,"240","NAGLE AVE",,,"NEW YORK","10034","Manhattan"
"068748-2025-CMPL","07/21/2025","311","Specialized Vending License - MFV","Sidewalk Blocked","BA-1740305-2025","N/A","07/23/2025","Referred","NYC Department of Sanitation",,,"705","54TH ST",,,"BROOKLYN","11220","Brooklyn"
"068785-2025-CMPL","07/21/2025","311","Specialized Vending License - MFV","Damaged Goods - D01","BA-1740365-2025","Mobile Deli","07/22/2025","Referred","NYC Department of Health & Mental Hygiene",,,"2828","COLLEGE POINT BLVD",,,"FLUSHING","11354","Queens"
"068730-2025-CMPL","07/21/2025","311","Tow Truck Company","Sidewalk Blocked","BA-1740281-2025","Dart Towing","07/22/2025","Referred","NYC Department of Transportation",,,"3880","BOSTON RD",,,"BRONX","10475","Bronx"
"068771-2025-CMPL","07/21/2025","311","Landlord or Real Estate Agent","Required to Use  Agent","BA-1740339-2025","NYC LUXURY APT RENTALS CO LLC","07/22/2025","Complaint Review Complete",,,,"4212","28TH ST",,,"LONG ISLAND CITY","11101","Queens"
"068795-2025-CMPL","07/21/2025","Email/Fax","Secondhand Dealer - Auto",,"BA-1714939-2024","South Shore Autoplex, LLC","07/21/2025","Referred","Nassau County Consumer Affairs",,,"550","BURNSIDE AVE",,,"INWOOD","11096","Outside NYC"
